Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate,days_count
0,0,1,4.0,7.0,8.2,0.7,4520
1,1,1,2.0,5.0,6.8,0.55,4727
1,1,0,1.0,2.0,3.7,0.23,4403
1,0,1,1.0,2.0,4.9,0.44,4575
0,1,1,2.0,6.0,6.8,0.53,4546
1,0,0,1.0,1.0,5.0,0.28,4692
0,1,0,1.0,3.0,4.6,0.29,4474
0,0,0,3.0,6.0,4.5,0.4,4681
0,0,1,4.0,9.0,9.8,0.9,4517
1,1,0,1.0,3.0,2.0,0.13,4428
1,0,1,1.0,3.0,5.2,0.37,4615
1,1,0,4.0,8.0,8.7,0.76,4557
1,0,1,2.0,4.0,4.0,0.17,4702
0,0,0,3.0,5.0,6.0,0.44,4393
1,0,1,3.0,4.0,6.0,0.44,4584
0,0,0,0.0,1.0,3.0,0.23,4470
1,0,0,2.0,5.0,7.6,0.66,4702
1,1,1,1.0,4.0,5.0,0.34,4477
1,0,1,1.0,3.0,5.7,0.38,4751
0,0,0,4.0,8.0,6.2,0.54,4491
1,1,0,3.0,6.0,5.9,0.51,4566
0,0,0,3.0,6.0,6.3,0.62,4692
0,0,0,3.0,5.0,5.7,0.47,4727
0,0,1,2.0,3.0,5.5,0.4,4391
0,0,1,0.0,1.0,0.0,0.0,4435
0,1,0,3.0,8.0,7.9,0.76,4681
0,0,0,4.0,9.0,8.1,0.81,4658
0,1,0,1.0,3.0,5.7,0.38,4477
1,0,0,3.0,6.0,7.2,0.6,4555
1,0,1,1.0,3.0,4.9,0.34,4456
1,0,0,0.0,2.0,2.3,0.17,4663
0,0,0,1.0,3.0,4.6,0.37,4546
1,0,1,1.0,1.0,5.0,0.26,4715
1,0,1,2.0,3.0,4.7,0.26,4549
0,0,1,2.0,5.0,6.4,0.54,4430
0,0,1,2.0,3.0,5.8,0.48,4726
0,1,1,3.0,5.0,7.1,0.48,4717
1,0,0,2.0,3.0,5.6,0.37,4746
0,0,1,2.0,2.0,3.2,0.24,4683
1,1,1,2.0,3.0,1.3,0.1,4557
1,1,0,3.0,6.0,5.8,0.51,4510
1,1,1,1.0,2.0,3.8,0.29,4706
1,0,1,2.0,4.0,5.7,0.39,4412
1,0,0,1.0,3.0,5.7,0.35,4597
1,0,1,0.0,1.0,2.3,0.09,4662
1,1,0,0.0,1.0,3.8,0.29,4715
1,0,0,4.0,7.0,7.6,0.7,4425
0,1,0,3.0,6.0,8.7,0.68,4697
1,0,1,3.0,7.0,7.7,0.59,4682
1,0,1,2.0,5.0,5.5,0.38,4412
1,1,1,3.0,5.0,6.3,0.45,4746
1,0,1,1.0,2.0,1.4,0.11,4472
1,0,1,0.0,2.0,4.7,0.26,4559
1,1,1,2.0,5.0,5.5,0.32,4564
0,1,1,2.0,5.0,6.2,0.39,4510
0,0,0,3.0,8.0,10.0,0.89,4718
1,1,1,3.0,6.0,5.3,0.44,4650
1,1,1,2.0,4.0,6.8,0.62,4490
0,0,1,3.0,5.0,4.4,0.32,4604
1,0,1,2.0,4.0,6.9,0.5,4471
0,0,1,2.0,4.0,3.9,0.32,4527
0,1,0,2.0,4.0,6.2,0.53,4612
1,1,0,4.0,7.0,8.1,0.69,4568
1,1,0,2.0,4.0,3.7,0.25,4743
1,0,0,3.0,5.0,6.5,0.41,4403
0,1,0,2.0,5.0,6.5,0.53,4717
1,0,1,1.0,4.0,5.4,0.48,4680
0,1,0,2.0,6.0,6.6,0.54,4456
0,1,0,3.0,8.0,7.5,0.72,4673
1,0,1,2.0,4.0,4.1,0.19,4552
1,0,1,5.0,10.0,9.7,0.89,4745
1,1,0,3.0,6.0,7.1,0.6,4539
1,0,1,3.0,6.0,5.6,0.47,4426
0,0,0,3.0,7.0,9.1,0.76,4642
0,1,1,3.0,6.0,5.1,0.47,4431
1,1,1,1.0,2.0,3.7,0.27,4588
0,1,1,1.0,3.0,5.5,0.4,4506
0,0,1,2.0,3.0,3.8,0.23,4478
0,1,0,3.0,7.0,7.9,0.72,4472
0,0,1,5.0,10.0,10.0,0.96,4671
0,0,0,3.0,6.0,4.8,0.38,4593
0,1,0,1.0,2.0,3.4,0.13,4644
0,0,1,1.0,2.0,3.7,0.27,4614
0,0,0,2.0,5.0,7.0,0.69,4587
1,0,1,1.0,3.0,5.7,0.43,4441
1,1,1,2.0,4.0,5.3,0.39,4439
0,0,0,2.0,4.0,7.6,0.55,4636
1,0,0,1.0,4.0,5.2,0.43,4739
0,0,0,4.0,7.0,6.7,0.57,4475
0,0,1,3.0,5.0,7.6,0.62,4728
0,0,0,1.0,1.0,1.2,0.1,4456
1,1,1,1.0,2.0,4.4,0.2,4459
0,0,0,4.0,7.0,6.9,0.66,4407
0,1,1,3.0,5.0,6.7,0.64,4406
0,0,1,4.0,8.0,7.1,0.51,4494
0,0,1,0.0,1.0,3.4,0.28,4494
1,0,0,2.0,6.0,7.3,0.64,4681
0,1,1,2.0,6.0,6.8,0.55,4727
0,1,0,4.0,7.0,6.6,0.58,4568
0,0,0,2.0,4.0,8.0,0.65,4651
0,1,0,5.0,9.0,8.5,0.86,4441
0,0,0,3.0,7.0,6.5,0.56,4653
1,1,0,0.0,2.0,5.2,0.28,4554
0,1,0,4.0,7.0,7.6,0.6,4694
0,0,0,4.0,9.0,9.5,1.0,4617
0,0,0,2.0,6.0,8.6,0.71,4589
1,0,0,2.0,3.0,5.3,0.35,4413
1,0,1,2.0,3.0,3.1,0.16,4613
0,0,1,2.0,4.0,3.0,0.2,4490
1,1,1,2.0,2.0,1.7,0.11,4547
1,0,0,2.0,5.0,6.3,0.52,4451
0,1,0,4.0,7.0,8.3,0.67,4442
1,0,1,2.0,4.0,5.9,0.39,4405
1,0,1,2.0,4.0,5.5,0.35,4722
1,0,1,2.0,3.0,5.7,0.48,4541
0,1,0,3.0,6.0,6.9,0.53,4657
1,1,1,2.0,5.0,6.1,0.45,4742
0,0,1,2.0,4.0,4.9,0.39,4482
1,1,1,1.0,3.0,5.2,0.36,4512
1,1,1,2.0,5.0,4.8,0.41,4570
1,1,0,4.0,9.0,9.1,0.84,4578
1,1,0,3.0,6.0,7.3,0.51,4429
1,1,0,3.0,7.0,6.5,0.58,4489
1,0,1,2.0,4.0,5.5,0.31,4581
1,0,0,1.0,2.0,2.6,0.18,4677
1,0,1,1.0,2.0,3.0,0.2,4634
0,0,0,2.0,4.0,7.3,0.54,4553
1,1,1,1.0,2.0,4.2,0.25,4508
1,0,1,1.0,2.0,5.8,0.46,4537
1,0,0,4.0,6.0,7.3,0.66,4556
1,0,0,2.0,6.0,6.6,0.6,4551
1,0,1,0.0,1.0,2.3,0.1,4702
1,0,1,3.0,5.0,6.5,0.47,4484
1,0,1,2.0,4.0,4.6,0.31,4469
0,1,0,2.0,4.0,4.1,0.29,4432
0,0,1,4.0,9.0,8.7,0.75,4576
1,1,1,2.0,4.0,7.0,0.49,4397
1,1,0,1.0,1.0,2.2,0.07,4405
0,1,1,4.0,7.0,7.5,0.58,4420
0,0,1,2.0,3.0,4.2,0.24,4677
1,0,0,2.0,4.0,4.7,0.37,4704
1,0,0,2.0,6.0,6.2,0.51,4733
1,0,0,2.0,3.0,3.3,0.12,4743
1,1,0,2.0,2.0,5.2,0.28,4648
0,0,1,2.0,2.0,3.4,0.2,4726
0,1,1,3.0,6.0,7.1,0.53,4738
1,1,1,2.0,5.0,5.1,0.44,4658
0,0,0,4.0,8.0,9.5,0.95,4740
0,0,1,2.0,5.0,5.0,0.42,4663
0,0,1,1.0,2.0,4.6,0.25,4454
1,0,0,2.0,5.0,6.5,0.51,4499
1,1,1,2.0,6.0,5.9,0.57,4513
1,0,1,2.0,5.0,4.7,0.32,4442
1,0,0,2.0,3.0,5.6,0.34,4613
0,0,1,1.0,3.0,3.6,0.21,4413
0,0,1,3.0,4.0,4.5,0.4,4638
1,1,1,0.0,2.0,3.7,0.28,4589
1,1,1,3.0,5.0,5.6,0.47,4589
1,0,0,2.0,3.0,5.1,0.37,4723
0,0,1,5.0,9.0,8.8,0.8,4639
0,0,1,4.0,7.0,6.4,0.63,4525
1,0,1,2.0,4.0,6.1,0.44,4731
1,1,0,0.0,1.0,0.0,0.0,4482
0,0,1,4.0,8.0,8.1,0.63,4428
1,1,1,0.0,1.0,4.6,0.29,4399
0,0,1,2.0,4.0,4.8,0.3,4394
0,1,1,0.0,1.0,4.3,0.26,4419
1,0,0,2.0,6.0,8.1,0.66,4576
0,0,0,3.0,6.0,7.8,0.64,4650
1,1,1,3.0,5.0,5.7,0.35,4539
1,0,1,4.0,8.0,7.5,0.62,4565
0,0,0,3.0,6.0,6.3,0.56,4542
0,1,0,1.0,3.0,6.8,0.48,4604
1,0,0,3.0,6.0,7.3,0.75,4633
0,1,0,4.0,8.0,7.9,0.71,4454
1,1,1,2.0,3.0,4.6,0.34,4459
0,1,1,2.0,4.0,3.7,0.22,4613
0,0,1,2.0,5.0,5.7,0.48,4624
1,0,1,4.0,7.0,7.8,0.61,4750
0,0,1,4.0,7.0,7.7,0.67,4652
0,0,0,2.0,4.0,4.4,0.31,4700
0,1,1,2.0,4.0,6.5,0.59,4678
1,0,0,3.0,6.0,6.6,0.52,4581
0,1,0,3.0,7.0,9.0,0.8,4678
0,1,1,3.0,4.0,5.8,0.4,4518
0,0,1,4.0,9.0,10.0,0.89,4670
1,0,0,4.0,8.0,6.7,0.67,4622
0,0,0,4.0,7.0,6.9,0.55,4743
0,0,1,1.0,3.0,5.8,0.43,4529
1,0,1,0.0,1.0,3.2,0.12,4495
1,0,1,2.0,4.0,6.5,0.48,4551
1,1,1,2.0,3.0,6.1,0.5,4651
0,0,1,2.0,4.0,6.5,0.41,4423
1,1,1,1.0,4.0,4.5,0.34,4494
1,0,0,0.0,1.0,2.1,0.09,4641
0,0,1,3.0,7.0,7.4,0.61,4517
1,0,1,1.0,2.0,4.2,0.29,4596
1,1,0,3.0,7.0,5.7,0.54,4533
0,1,1,1.0,2.0,3.0,0.14,4481
0,1,1,1.0,1.0,0.0,0.0,4480
0,1,1,1.0,3.0,4.7,0.42,4723
1,0,0,4.0,8.0,10.0,0.95,4477
0,1,0,1.0,3.0,7.2,0.54,4695
0,0,1,3.0,6.0,6.6,0.48,4460
1,0,1,2.0,5.0,5.7,0.33,4516
1,1,0,3.0,7.0,7.4,0.59,4720
0,0,1,0.0,2.0,2.5,0.13,4594
1,0,0,1.0,2.0,6.3,0.4,4516
1,0,1,2.0,5.0,6.6,0.44,4688
0,0,0,3.0,6.0,5.6,0.51,4479
0,0,0,4.0,9.0,8.9,0.74,4539
0,1,0,2.0,5.0,6.7,0.54,4712
0,0,0,2.0,6.0,8.2,0.62,4459
1,0,1,0.0,1.0,0.0,0.0,4625
1,1,1,1.0,3.0,6.5,0.47,4703
1,1,1,3.0,4.0,6.2,0.44,4728
1,0,0,3.0,6.0,6.6,0.56,4741
1,0,0,3.0,5.0,6.2,0.47,4631
1,0,1,2.0,4.0,4.3,0.33,4523
1,1,0,3.0,4.0,5.5,0.5,4535
1,0,1,4.0,8.0,6.8,0.66,4602
1,0,1,3.0,8.0,9.0,0.75,4539
1,0,1,1.0,3.0,3.7,0.15,4738
1,0,0,2.0,5.0,7.0,0.55,4672
0,0,1,1.0,5.0,6.4,0.56,4709
1,0,0,3.0,6.0,7.0,0.52,4482
0,1,1,1.0,2.0,4.5,0.25,4390
1,0,0,2.0,5.0,5.5,0.34,4572
0,1,1,3.0,4.0,5.2,0.37,4649
1,0,0,4.0,6.0,7.2,0.65,4611
1,1,0,0.0,1.0,1.8,0.1,4640
0,0,0,4.0,7.0,6.2,0.55,4630
0,0,0,2.0,4.0,7.1,0.48,4405
1,0,1,1.0,1.0,3.3,0.16,4386
1,1,0,3.0,5.0,5.1,0.42,4444
0,0,0,3.0,7.0,9.5,0.79,4548
1,0,0,2.0,4.0,4.8,0.42,4667
0,0,0,2.0,4.0,6.5,0.6,4693
1,1,1,2.0,5.0,7.7,0.69,4467
0,1,0,4.0,7.0,6.5,0.64,4464
1,1,1,4.0,7.0,7.5,0.66,4658
0,0,0,4.0,8.0,8.3,0.66,4625
0,1,1,3.0,7.0,7.3,0.56,4531
0,0,0,2.0,4.0,3.0,0.25,4542
0,1,1,1.0,4.0,5.8,0.33,4635
1,0,1,1.0,3.0,5.8,0.36,4660
0,0,0,2.0,3.0,4.6,0.34,4554
1,0,1,0.0,1.0,3.1,0.11,4549
0,1,0,2.0,5.0,5.8,0.55,4436
1,1,1,2.0,4.0,7.0,0.59,4624
1,0,1,2.0,4.0,7.2,0.55,4533
1,1,0,3.0,6.0,5.3,0.35,4454
1,0,1,0.0,1.0,2.6,0.17,4606
1,0,0,2.0,4.0,6.7,0.67,4533
0,0,0,1.0,4.0,5.6,0.36,4685
1,0,0,2.0,3.0,4.9,0.45,4677
1,1,1,1.0,4.0,6.3,0.44,4592
1,1,1,0.0,1.0,2.0,0.13,4655
1,1,1,1.0,3.0,2.9,0.16,4698
1,0,0,2.0,3.0,4.3,0.29,4551
0,0,0,3.0,5.0,7.7,0.6,4615
1,1,1,1.0,3.0,5.9,0.5,4394
1,1,1,2.0,2.0,5.2,0.28,4412
0,1,0,3.0,6.0,9.5,0.86,4611
0,1,1,3.0,5.0,5.6,0.38,4569
1,0,1,1.0,4.0,4.3,0.32,4699
1,1,0,2.0,3.0,4.4,0.39,4706
0,0,1,3.0,6.0,7.0,0.58,4611
0,0,1,3.0,7.0,7.8,0.66,4411
0,0,1,1.0,3.0,6.0,0.47,4671
0,0,1,2.0,3.0,5.1,0.27,4514
1,1,0,3.0,6.0,6.6,0.51,4717
1,0,0,2.0,4.0,4.6,0.37,4467
0,0,1,1.0,3.0,5.0,0.45,4505
1,0,1,2.0,2.0,2.4,0.11,4561
1,0,0,3.0,5.0,4.8,0.33,4395
0,0,0,2.0,6.0,7.0,0.68,4458
1,0,0,1.0,2.0,0.7,0.05,4529
1,0,0,3.0,6.0,6.1,0.55,4471
1,0,1,2.0,4.0,4.9,0.34,4609
1,1,1,2.0,5.0,5.4,0.44,4704
0,1,1,2.0,4.0,5.0,0.43,4613
1,1,1,1.0,3.0,5.6,0.44,4532
1,0,1,3.0,5.0,5.5,0.4,4574
0,0,1,2.0,3.0,2.6,0.19,4557
0,0,0,4.0,7.0,6.1,0.58,4454
0,1,0,3.0,7.0,7.6,0.58,4490
1,0,0,2.0,5.0,7.4,0.55,4734
1,0,0,2.0,5.0,5.8,0.4,4669
1,1,1,1.0,2.0,0.9,0.02,4712
1,0,0,4.0,7.0,7.5,0.67,4480
1,0,0,0.0,1.0,3.9,0.26,4747
0,1,1,1.0,2.0,2.4,0.17,4460
0,0,1,4.0,8.0,8.1,0.62,4680
0,0,0,4.0,7.0,7.7,0.61,4604
0,0,1,2.0,4.0,5.2,0.48,4741
1,0,0,2.0,5.0,7.1,0.57,4548
1,1,1,0.0,1.0,3.6,0.17,4667
1,1,1,1.0,2.0,3.5,0.14,4746
1,1,1,3.0,4.0,3.3,0.28,4541
0,0,0,2.0,3.0,4.8,0.41,4472
1,0,1,1.0,3.0,6.0,0.37,4595
0,1,0,4.0,7.0,8.0,0.7,4404
1,1,0,2.0,4.0,5.8,0.39,4574
1,0,1,1.0,2.0,4.5,0.31,4692
1,0,0,4.0,6.0,7.2,0.6,4489
0,1,1,2.0,4.0,3.4,0.2,4498
0,1,1,5.0,10.0,9.3,0.98,4732
0,0,0,3.0,6.0,6.5,0.59,4732
1,0,1,3.0,4.0,5.2,0.47,4640
0,0,0,5.0,9.0,8.9,0.82,4414
1,1,1,1.0,3.0,3.6,0.25,4626
0,0,0,4.0,8.0,8.3,0.76,4515
1,0,0,1.0,2.0,3.7,0.32,4499
0,1,0,1.0,2.0,4.7,0.36,4619
1,0,1,2.0,5.0,6.7,0.45,4500
0,0,0,4.0,7.0,6.6,0.64,4709
1,1,1,1.0,4.0,6.8,0.47,4401
1,0,0,3.0,4.0,4.9,0.43,4638
1,1,0,3.0,5.0,5.6,0.31,4388
0,0,1,2.0,3.0,4.2,0.29,4559
1,0,1,1.0,2.0,6.2,0.41,4604
0,0,1,0.0,2.0,2.7,0.18,4708
0,0,0,2.0,5.0,6.4,0.46,4602
1,0,1,1.0,1.0,1.5,0.09,4482
0,0,0,4.0,9.0,9.0,0.77,4532
0,0,0,1.0,3.0,5.4,0.36,4460
0,1,1,2.0,3.0,5.6,0.39,4461
0,0,0,1.0,3.0,4.8,0.39,4449
1,0,0,3.0,6.0,7.1,0.54,4582
0,0,1,1.0,1.0,3.3,0.25,4591
0,0,1,3.0,6.0,6.5,0.57,4707
1,0,0,2.0,5.0,6.4,0.55,4434
1,0,1,4.0,7.0,6.7,0.56,4459
1,0,0,4.0,7.0,9.3,0.87,4496
1,1,0,3.0,6.0,4.4,0.38,4542
0,0,1,2.0,3.0,4.5,0.3,4414
0,1,0,3.0,5.0,6.6,0.54,4685
0,0,0,2.0,6.0,6.7,0.62,4663
1,0,1,0.0,1.0,3.7,0.16,4567
1,1,0,4.0,9.0,10.0,1.0,4386
1,1,1,1.0,4.0,5.3,0.37,4443
0,0,1,1.0,3.0,4.3,0.27,4657
1,1,0,5.0,9.0,8.1,0.81,4608
0,0,0,3.0,6.0,8.9,0.72,4598
0,0,0,2.0,6.0,7.2,0.67,4534
0,0,0,3.0,5.0,6.4,0.5,4449
1,0,0,3.0,6.0,5.9,0.48,4589
0,0,0,4.0,8.0,8.9,0.89,4608
0,0,0,3.0,6.0,7.3,0.64,4683
1,1,0,2.0,6.0,7.1,0.64,4450
1,1,1,2.0,4.0,3.6,0.31,4403
0,0,0,3.0,7.0,7.8,0.6,4696
1,0,0,3.0,7.0,7.5,0.7,4444
0,1,0,4.0,9.0,9.5,0.86,4739
0,0,0,4.0,7.0,7.8,0.62,4483
1,0,1,3.0,5.0,5.2,0.44,4606
0,1,1,2.0,4.0,4.0,0.3,4570
0,0,0,1.0,4.0,6.9,0.51,4729
1,0,0,2.0,3.0,6.0,0.38,4602
0,1,0,2.0,5.0,6.2,0.54,4455
0,0,1,2.0,4.0,4.0,0.31,4569
0,0,1,1.0,3.0,4.4,0.27,4643
1,1,1,3.0,5.0,5.3,0.4,4628
0,1,1,3.0,6.0,7.2,0.55,4392
1,0,0,1.0,2.0,2.9,0.24,4629
1,0,0,2.0,2.0,3.3,0.25,4413
0,0,1,0.0,2.0,3.0,0.14,4601
1,0,1,1.0,3.0,4.8,0.34,4435
1,1,1,2.0,4.0,5.9,0.38,4534
0,0,1,2.0,4.0,5.8,0.38,4518
1,0,1,2.0,5.0,5.6,0.4,4692
1,0,0,2.0,6.0,8.5,0.72,4403
1,1,0,2.0,3.0,4.9,0.38,4462
0,0,1,4.0,7.0,7.9,0.7,4420
1,1,0,2.0,6.0,6.7,0.61,4417
1,0,0,2.0,4.0,8.5,0.66,4726
0,1,1,2.0,2.0,3.4,0.17,4425
0,0,0,3.0,6.0,7.3,0.63,4591
1,1,1,1.0,2.0,3.0,0.13,4450
1,0,1,3.0,5.0,3.8,0.3,4398
1,0,0,2.0,5.0,7.5,0.62,4627
0,1,0,3.0,6.0,5.6,0.49,4678
0,1,0,1.0,2.0,3.4,0.16,4714
0,0,0,3.0,6.0,5.6,0.54,4592
1,1,1,1.0,3.0,5.0,0.4,4708
1,1,0,0.0,1.0,4.0,0.22,4469
1,1,1,3.0,4.0,5.4,0.49,4457
0,0,0,3.0,7.0,8.3,0.69,4582
1,0,0,3.0,5.0,6.9,0.5,4462
1,0,1,3.0,5.0,6.0,0.46,4555
0,0,1,0.0,2.0,3.3,0.17,4677
1,0,1,1.0,2.0,4.3,0.25,4524
1,0,1,2.0,4.0,6.7,0.48,4667
1,1,0,1.0,3.0,6.8,0.45,4574
0,1,1,2.0,4.0,8.0,0.6,4650
0,0,1,2.0,4.0,6.6,0.6,4672
0,1,1,2.0,4.0,7.7,0.63,4737
1,0,1,1.0,2.0,3.4,0.23,4708
1,1,0,3.0,6.0,5.0,0.41,4714
1,0,1,1.0,4.0,5.8,0.36,4644
1,1,1,4.0,8.0,7.8,0.69,4420
0,0,0,2.0,5.0,7.2,0.56,4482
1,0,1,2.0,4.0,6.2,0.43,4523
1,1,1,1.0,3.0,5.1,0.4,4678
1,0,0,3.0,6.0,7.6,0.54,4456
0,1,1,1.0,3.0,4.8,0.39,4550
0,0,0,4.0,7.0,7.5,0.69,4520
0,0,1,3.0,4.0,5.5,0.37,4397
0,0,0,1.0,2.0,3.8,0.23,4723
1,0,1,0.0,1.0,3.3,0.22,4474
1,0,0,1.0,3.0,4.7,0.29,4699
1,0,0,3.0,7.0,7.7,0.56,4722
0,0,0,4.0,7.0,8.8,0.81,4733
0,0,1,1.0,1.0,5.2,0.29,4467
1,0,0,3.0,6.0,7.8,0.81,4602
0,0,1,2.0,4.0,5.9,0.39,4419
0,0,1,2.0,3.0,4.2,0.37,4492
1,0,1,3.0,5.0,5.7,0.43,4561
1,0,1,1.0,1.0,3.1,0.25,4566
1,0,1,3.0,5.0,4.9,0.44,4426
0,0,1,2.0,3.0,6.3,0.41,4725
0,1,0,3.0,5.0,5.0,0.41,4461
1,1,0,3.0,4.0,5.6,0.33,4422
1,0,0,0.0,1.0,2.9,0.13,4717
1,0,0,2.0,5.0,7.6,0.55,4432
0,0,1,1.0,3.0,3.9,0.32,4431
0,0,0,2.0,3.0,6.1,0.44,4568
1,0,0,3.0,8.0,7.9,0.75,4608
0,1,0,3.0,5.0,7.8,0.64,4709
1,0,0,0.0,1.0,2.3,0.16,4671
1,0,1,1.0,3.0,5.2,0.32,4591
0,0,1,2.0,4.0,4.5,0.41,4575
1,0,1,1.0,3.0,5.2,0.35,4465
0,0,1,1.0,2.0,4.6,0.28,4746
1,1,0,1.0,2.0,5.7,0.41,4493
1,0,1,2.0,4.0,6.3,0.49,4697
1,1,0,4.0,7.0,8.7,0.83,4680
0,1,0,1.0,3.0,5.7,0.44,4562
0,0,0,4.0,8.0,8.1,0.68,4591
0,0,0,2.0,5.0,7.2,0.65,4543
1,0,1,3.0,4.0,6.5,0.49,4588
1,0,0,2.0,4.0,7.7,0.63,4545
0,0,0,2.0,6.0,6.5,0.52,4440
0,1,0,3.0,6.0,6.5,0.62,4388
0,0,0,3.0,6.0,7.0,0.69,4686
0,1,0,1.0,3.0,5.2,0.33,4597
0,0,0,3.0,5.0,5.8,0.4,4569
0,1,1,1.0,2.0,2.5,0.17,4402
1,0,0,2.0,3.0,4.3,0.22,4593
0,0,0,2.0,5.0,6.3,0.53,4562
0,0,1,2.0,4.0,7.8,0.6,4650
0,0,1,3.0,5.0,4.2,0.33,4515
1,0,1,3.0,5.0,5.5,0.34,4715
1,1,0,3.0,7.0,9.1,0.78,4459
1,0,1,3.0,6.0,7.0,0.49,4591
0,0,1,4.0,10.0,10.0,0.94,4609
0,1,0,2.0,5.0,6.5,0.55,4630
0,0,0,2.0,3.0,1.9,0.15,4612
0,1,0,2.0,3.0,3.4,0.17,4723
0,1,1,1.0,2.0,4.2,0.23,4526
0,1,1,4.0,7.0,8.4,0.77,4620
1,0,0,3.0,4.0,5.0,0.44,4390
0,0,0,3.0,7.0,6.4,0.53,4497
1,0,0,1.0,3.0,4.7,0.4,4671
0,0,1,2.0,5.0,5.9,0.37,4648
1,0,0,3.0,6.0,6.4,0.52,4634
1,0,1,2.0,3.0,4.8,0.24,4522
0,0,1,3.0,5.0,7.9,0.63,4567
1,1,1,2.0,4.0,4.5,0.39,4534
1,1,1,1.0,4.0,6.3,0.44,4534
1,1,1,0.0,1.0,0.0,0.0,4661
1,1,1,1.0,3.0,5.0,0.26,4469
0,1,1,1.0,2.0,4.3,0.25,4401
0,0,1,2.0,4.0,5.1,0.31,4609
1,0,1,0.0,1.0,1.0,0.0,4414
1,0,1,1.0,3.0,4.0,0.32,4749
1,0,1,1.0,3.0,3.2,0.27,4751
1,1,1,2.0,3.0,4.0,0.27,4450
0,0,1,2.0,4.0,6.0,0.46,4508
1,0,0,1.0,3.0,5.2,0.36,4708
0,1,0,0.0,2.0,4.3,0.32,4454
1,0,0,3.0,5.0,7.7,0.57,4624
1,0,0,2.0,3.0,3.2,0.27,4677
1,0,1,2.0,5.0,6.3,0.61,4540
0,1,0,2.0,4.0,7.2,0.49,4617
0,0,1,3.0,4.0,5.0,0.43,4475
0,0,0,1.0,2.0,2.6,0.15,4440
1,1,1,2.0,4.0,5.7,0.36,4695
1,0,0,2.0,3.0,4.5,0.25,4724
0,0,0,2.0,4.0,7.5,0.63,4424
0,0,1,2.0,3.0,5.6,0.4,4690
0,1,0,3.0,6.0,6.4,0.57,4488
1,0,0,3.0,5.0,5.8,0.5,4699
1,1,1,3.0,7.0,9.2,0.87,4636
0,1,0,2.0,4.0,5.2,0.32,4649
0,0,1,1.0,1.0,3.0,0.22,4388
0,1,0,3.0,8.0,9.4,0.79,4580
0,0,0,3.0,8.0,8.6,0.79,4504
1,0,1,2.0,4.0,4.2,0.29,4628
0,1,1,2.0,5.0,5.8,0.55,4729
0,0,0,1.0,2.0,3.6,0.19,4508
1,0,0,0.0,1.0,1.3,0.03,4703
0,1,1,3.0,5.0,4.1,0.29,4417
0,0,1,1.0,2.0,3.4,0.24,4678
0,0,0,1.0,3.0,5.8,0.44,4709
1,0,1,3.0,7.0,8.1,0.74,4488
0,0,1,4.0,7.0,8.6,0.76,4523
1,0,0,4.0,7.0,8.7,0.86,4660
1,0,1,2.0,4.0,6.3,0.4,4562
0,0,0,2.0,5.0,7.3,0.53,4431
1,0,1,1.0,2.0,4.1,0.26,4489
0,0,1,4.0,7.0,9.2,0.78,4420
0,0,0,4.0,8.0,8.7,0.69,4535
1,0,1,1.0,3.0,4.5,0.29,4666
0,0,1,3.0,6.0,4.1,0.33,4599
1,0,1,3.0,4.0,5.7,0.36,4600
0,0,0,3.0,6.0,6.6,0.58,4679
1,0,1,1.0,2.0,2.8,0.21,4740
0,1,0,3.0,6.0,6.8,0.59,4524
0,0,1,2.0,3.0,4.7,0.34,4630
0,0,0,3.0,6.0,6.1,0.57,4422
1,1,1,3.0,7.0,7.7,0.63,4514
0,0,1,2.0,3.0,5.7,0.49,4744
1,1,0,3.0,6.0,6.3,0.55,4407
0,0,0,3.0,5.0,5.2,0.39,4391
0,0,1,2.0,6.0,6.1,0.52,4634
1,0,1,2.0,4.0,4.6,0.23,4601
0,0,1,3.0,6.0,7.6,0.69,4456
1,0,1,2.0,5.0,6.5,0.41,4433
1,0,0,0.0,2.0,3.5,0.2,4639
1,1,0,0.0,1.0,1.9,0.11,4429
1,0,1,0.0,1.0,1.3,0.01,4675
0,0,1,1.0,2.0,3.9,0.28,4726
0,0,0,2.0,4.0,7.7,0.59,4693
0,1,1,2.0,4.0,6.4,0.43,4392
1,1,1,1.0,4.0,4.5,0.33,4690
1,1,0,3.0,5.0,7.1,0.53,4735
0,1,1,2.0,4.0,4.3,0.38,4679
0,0,0,2.0,4.0,5.9,0.57,4655
1,1,0,1.0,1.0,2.9,0.2,4735
1,1,1,0.0,1.0,1.6,0.13,4436
0,0,0,3.0,7.0,8.2,0.74,4455
1,1,1,1.0,1.0,3.8,0.18,4635
1,1,0,1.0,3.0,5.9,0.37,4643
0,1,1,3.0,6.0,7.5,0.6,4625
1,0,0,2.0,5.0,6.3,0.59,4701
1,1,1,1.0,3.0,5.0,0.42,4580
1,0,1,3.0,5.0,5.7,0.42,4554
0,0,1,1.0,4.0,6.5,0.56,4562
0,1,0,3.0,5.0,7.7,0.56,4500
0,0,0,2.0,5.0,6.0,0.44,4660
0,0,1,2.0,4.0,5.8,0.45,4464
0,1,0,2.0,5.0,6.5,0.51,4643
0,0,0,1.0,3.0,6.5,0.44,4449
1,0,1,1.0,2.0,3.7,0.2,4677
0,0,1,3.0,7.0,6.8,0.52,4477
